#     x (arcsec)      y (arcsec)              g1              g2               z
        173.1401       -398.5191          0.2316          0.2393           1.177
        187.3089        531.8440         -0.2545          0.6748           1.708
        -34.0000       -638.2946          0.5508         -0.3892           0.402
        277.8438       -565.3504          0.3046         -0.4045           1.827
        478.5783        659.2755          0.2408          0.2798           1.864
       -255.2449       -794.6777          0.1433         -0.0680           4.891
       -378.2381       -246.0187          0.0038          0.0965           1.133
       -169.3403        386.4940         -0.4270         -0.2982           2.349
        359.8945          7.9267          0.1303          0.0356           2.535
       -885.7244        -44.8883         -0.2992          0.2541           0.444
       -796.7103        504.5843         -0.0836         -0.0428           5.251
        420.1902        893.6470          0.0480         -0.2823           1.007
        142.8285        890.6771         -0.3318         -0.0498           1.919
       -869.1912        734.7126          0.2468         -0.2907           5.757
       -888.1715        734.1655          0.1929          0.0657           1.213
        -36.0701        650.6268          0.7629          0.2559           0.946
        179.8018        440.9762          0.4563         -0.4713           2.637
        664.5354       -755.1200          0.2662         -0.0030           5.709
       -456.5147        267.9433         -0.4779          0.2507           4.260
       -418.2040        561.6321          0.5695          0.1124           4.160
        469.1006       -263.7733         -0.1228          0.1727           1.155
       -448.0211        767.1134         -0.4504         -0.0636           2.605
       -668.0638       -698.9059          0.0603         -0.4613           5.755
       -573.3303        635.1241          0.2014          0.3570           4.589
       -656.0462        613.2329          0.0685          0.1217           4.193
       -442.2486         82.2938         -0.0288          0.1506           4.376
       -116.5315       -713.2292         -0.4206         -0.0673           5.862
       -169.2541       -671.9573         -0.0001          0.2373           3.242
        502.2006        845.9772         -0.1468          0.5416           1.125
        592.6777       -638.8622          0.2423          0.0234           2.490
        751.9973        897.3098          0.2279         -0.1382           0.874
        734.9605         43.3756         -0.0095         -0.0319           2.186
        822.1270        780.2981          0.1660         -0.0614           1.606
       -115.1526        449.2099         -0.2791          0.5998           3.680
       -322.2420        -24.5109          0.2928         -0.2519           5.381
       -864.6542       -600.7481          0.5795          0.3016           2.174
       -350.6290        193.4461         -0.0003          0.3686           1.213
        374.9530       -432.6475          0.7423         -0.0726           0.515
        546.7459        220.2096         -0.7821         -0.1302           4.461
         89.5511        615.6341         -0.3602          0.0591           0.651
